Country_or_Region,Year,Indicator,Value,Unit,Urbanization,Income_Quintile
Peru,2007,Financial Hardship,15.62,Percentage of population,Total,All
Peru,2007,Financial Hardship (Impoverishing),22.82,Percentage of population,Total,All
Peru,2007,Financial Hardship (Large Non-Impoverishing),3.59,Percentage of population,Total,All
Peru,2007,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.76,Percentage of population,Total,All
Peru,2007,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",21.06,Percentage of population,Total,All
Peru,2007,UHC Service Coverage Index,68,0-100 scale,Total,All
Peru,2007,UHC Service Coverage Index,60,0-100 scale,Total,All
Peru,2007,UHC Service Coverage Index,77,0-100 scale,Total,All
Peru,2007,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2007,UHC Service Coverage Index,69,0-100 scale,Total,All
Peru,2008,Catastrophic Spending (More than 10% of household budget),11.57,Percentage of population,Total,All
Peru,2008,Catastrophic Spending (More than 25% of household budget),1.56,Percentage of population,Total,All
Peru,2008,Financial Hardship,65.86,Percentage of population,Total,Q1 (Poorest)
Peru,2008,Financial Hardship,53.49,Percentage of population,Total,Q2
Peru,2008,Financial Hardship,6.4,Percentage of population,Total,Q3
Peru,2008,Financial Hardship,2.17,Percentage of population,Total,Q4
Peru,2008,Financial Hardship,1.53,Percentage of population,Total,Q5 (Richest)
Peru,2008,Financial Hardship,25.89,Percentage of population,Total,All
Peru,2008,Financial Hardship,53.06,Percentage of population,Rural area,All
Peru,2008,Financial Hardship,15.61,Percentage of population,Urban area,All
Peru,2008,Financial Hardship,6.36,Percentage of population,Total,All
Peru,2008,Financial Hardship,28.49,Percentage of population,Total,All
Peru,2008,Financial Hardship,29.12,Percentage of population,Total,All
Peru,2008,Financial Hardship,13,Percentage of population,Total,All
Peru,2008,Financial Hardship,16.57,Percentage of population,Total,All
Peru,2008,Financial Hardship (Impoverishing),22.18,Percentage of population,Total,All
Peru,2008,Financial Hardship (Large Non-Impoverishing),3.71,Percentage of population,Total,All
Peru,2008,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.89,Percentage of population,Total,All
Peru,2008,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",20.29,Percentage of population,Total,All
Peru,2008,UHC Service Coverage Index,67,0-100 scale,Total,All
Peru,2008,UHC Service Coverage Index,61,0-100 scale,Total,All
Peru,2008,UHC Service Coverage Index,69,0-100 scale,Total,All
Peru,2008,UHC Service Coverage Index,67,0-100 scale,Total,All
Peru,2008,UHC Service Coverage Index,70,0-100 scale,Total,All
Peru,2009,Catastrophic Spending (More than 10% of household budget),10.64,Percentage of population,Total,All
Peru,2009,Catastrophic Spending (More than 25% of household budget),1.35,Percentage of population,Total,All
Peru,2009,Financial Hardship,67.55,Percentage of population,Total,Q1 (Poorest)
Peru,2009,Financial Hardship,52.63,Percentage of population,Total,Q2
Peru,2009,Financial Hardship,4.51,Percentage of population,Total,Q3
Peru,2009,Financial Hardship,2.8,Percentage of population,Total,Q4
Peru,2009,Financial Hardship,1.05,Percentage of population,Total,Q5 (Richest)
Peru,2009,Financial Hardship,25.71,Percentage of population,Total,All
Peru,2009,Financial Hardship,53.2,Percentage of population,Rural area,All
Peru,2009,Financial Hardship,15.62,Percentage of population,Urban area,All
Peru,2009,Financial Hardship,6.58,Percentage of population,Total,All
Peru,2009,Financial Hardship,28.03,Percentage of population,Total,All
Peru,2009,Financial Hardship,29.72,Percentage of population,Total,All
Peru,2009,Financial Hardship,13.87,Percentage of population,Total,All
Peru,2009,Financial Hardship,18.21,Percentage of population,Total,All
Peru,2009,Financial Hardship (Impoverishing),21.76,Percentage of population,Total,All
Peru,2009,Financial Hardship (Large Non-Impoverishing),3.96,Percentage of population,Total,All
Peru,2009,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.57,Percentage of population,Total,All
Peru,2009,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",20.19,Percentage of population,Total,All
Peru,2009,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2009,UHC Service Coverage Index,62,0-100 scale,Total,All
Peru,2009,UHC Service Coverage Index,59,0-100 scale,Total,All
Peru,2009,UHC Service Coverage Index,68,0-100 scale,Total,All
Peru,2009,UHC Service Coverage Index,71,0-100 scale,Total,All
Peru,2010,Financial Hardship,71.2,Percentage of population,Total,Q1 (Poorest)
Peru,2010,Financial Hardship,47.32,Percentage of population,Total,Q2
Peru,2010,Financial Hardship,6.57,Percentage of population,Total,Q3
Peru,2010,Financial Hardship,1.84,Percentage of population,Total,Q4
Peru,2010,Financial Hardship,1.58,Percentage of population,Total,Q5 (Richest)
Peru,2010,Financial Hardship,25.7,Percentage of population,Total,All
Peru,2010,Financial Hardship,54.61,Percentage of population,Rural area,All
Peru,2010,Financial Hardship,15.49,Percentage of population,Urban area,All
Peru,2010,Financial Hardship (Impoverishing),21.62,Percentage of population,Total,All
Peru,2010,Financial Hardship (Large Non-Impoverishing),4.09,Percentage of population,Total,All
Peru,2010,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.65,Percentage of population,Total,All
Peru,2010,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",19.96,Percentage of population,Total,All
Peru,2010,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2010,UHC Service Coverage Index,63,0-100 scale,Total,All
Peru,2010,UHC Service Coverage Index,60,0-100 scale,Total,All
Peru,2010,UHC Service Coverage Index,68,0-100 scale,Total,All
Peru,2010,UHC Service Coverage Index,71,0-100 scale,Total,All
Peru,2011,Financial Hardship,77.42,Percentage of population,Total,Q1 (Poorest)
Peru,2011,Financial Hardship,44.11,Percentage of population,Total,Q2
Peru,2011,Financial Hardship,5.35,Percentage of population,Total,Q3
Peru,2011,Financial Hardship,1.72,Percentage of population,Total,Q4
Peru,2011,Financial Hardship,1.12,Percentage of population,Total,Q5 (Richest)
Peru,2011,Financial Hardship,25.95,Percentage of population,Total,All
Peru,2011,Financial Hardship,57.42,Percentage of population,Rural area,All
Peru,2011,Financial Hardship,15.06,Percentage of population,Urban area,All
Peru,2011,Financial Hardship (Impoverishing),22.12,Percentage of population,Total,All
Peru,2011,Financial Hardship (Large Non-Impoverishing),3.83,Percentage of population,Total,All
Peru,2011,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.8,Percentage of population,Total,All
Peru,2011,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",20.32,Percentage of population,Total,All
Peru,2011,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2011,UHC Service Coverage Index,64,0-100 scale,Total,All
Peru,2011,UHC Service Coverage Index,61,0-100 scale,Total,All
Peru,2011,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2011,UHC Service Coverage Index,72,0-100 scale,Total,All
Peru,2012,Financial Hardship,74.16,Percentage of population,Total,Q1 (Poorest)
Peru,2012,Financial Hardship,39.09,Percentage of population,Total,Q2
Peru,2012,Financial Hardship,4.61,Percentage of population,Total,Q3
Peru,2012,Financial Hardship,2.14,Percentage of population,Total,Q4
Peru,2012,Financial Hardship,1.32,Percentage of population,Total,Q5 (Richest)
Peru,2012,Financial Hardship,24.27,Percentage of population,Total,All
Peru,2012,Financial Hardship,53.72,Percentage of population,Rural area,All
Peru,2012,Financial Hardship,14.41,Percentage of population,Urban area,All
Peru,2012,Financial Hardship (Impoverishing),20.53,Percentage of population,Total,All
Peru,2012,Financial Hardship (Large Non-Impoverishing),3.74,Percentage of population,Total,All
Peru,2012,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.82,Percentage of population,Total,All
Peru,2012,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",18.71,Percentage of population,Total,All
Peru,2012,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2012,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2012,UHC Service Coverage Index,62,0-100 scale,Total,All
Peru,2012,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2012,UHC Service Coverage Index,72,0-100 scale,Total,All
Peru,2013,Financial Hardship,75.06,Percentage of population,Total,Q1 (Poorest)
Peru,2013,Financial Hardship,33.69,Percentage of population,Total,Q2
Peru,2013,Financial Hardship,4.34,Percentage of population,Total,Q3
Peru,2013,Financial Hardship,1.93,Percentage of population,Total,Q4
Peru,2013,Financial Hardship,0.96,Percentage of population,Total,Q5 (Richest)
Peru,2013,Financial Hardship,23.2,Percentage of population,Total,All
Peru,2013,Financial Hardship,51.06,Percentage of population,Rural area,All
Peru,2013,Financial Hardship,14.16,Percentage of population,Urban area,All
Peru,2013,Financial Hardship (Impoverishing),19.67,Percentage of population,Total,All
Peru,2013,Financial Hardship (Large Non-Impoverishing),3.53,Percentage of population,Total,All
Peru,2013,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.74,Percentage of population,Total,All
Peru,2013,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",17.93,Percentage of population,Total,All
Peru,2013,UHC Service Coverage Index,69,0-100 scale,Total,All
Peru,2013,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2013,UHC Service Coverage Index,71,0-100 scale,Total,All
Peru,2013,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2013,UHC Service Coverage Index,73,0-100 scale,Total,All
Peru,2014,Financial Hardship,75.07,Percentage of population,Total,Q1 (Poorest)
Peru,2014,Financial Hardship,30.7,Percentage of population,Total,Q2
Peru,2014,Financial Hardship,4.43,Percentage of population,Total,Q3
Peru,2014,Financial Hardship,1.38,Percentage of population,Total,Q4
Peru,2014,Financial Hardship,1.1,Percentage of population,Total,Q5 (Richest)
Peru,2014,Financial Hardship,22.54,Percentage of population,Total,All
Peru,2014,Financial Hardship,50.57,Percentage of population,Rural area,All
Peru,2014,Financial Hardship,13.7,Percentage of population,Urban area,All
Peru,2014,Financial Hardship (Impoverishing),19.2,Percentage of population,Total,All
Peru,2014,Financial Hardship (Large Non-Impoverishing),3.34,Percentage of population,Total,All
Peru,2014,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.39,Percentage of population,Total,All
Peru,2014,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",17.8,Percentage of population,Total,All
Peru,2014,UHC Service Coverage Index,70,0-100 scale,Total,All
Peru,2014,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2014,UHC Service Coverage Index,75,0-100 scale,Total,All
Peru,2014,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2014,UHC Service Coverage Index,73,0-100 scale,Total,All
Peru,2015,Financial Hardship,73.2,Percentage of population,Total,Q1 (Poorest)
Peru,2015,Financial Hardship,28.74,Percentage of population,Total,Q2
Peru,2015,Financial Hardship,3.34,Percentage of population,Total,Q3
Peru,2015,Financial Hardship,1.97,Percentage of population,Total,Q4
Peru,2015,Financial Hardship,0.94,Percentage of population,Total,Q5 (Richest)
Peru,2015,Financial Hardship,21.64,Percentage of population,Total,All
Peru,2015,Financial Hardship,48.79,Percentage of population,Rural area,All
Peru,2015,Financial Hardship,13.31,Percentage of population,Urban area,All
Peru,2015,Financial Hardship,6.58,Percentage of population,Total,All
Peru,2015,Financial Hardship,24.21,Percentage of population,Total,All
Peru,2015,Financial Hardship,25.04,Percentage of population,Total,All
Peru,2015,Financial Hardship,12.37,Percentage of population,Total,All
Peru,2015,Financial Hardship,17.66,Percentage of population,Total,All
Peru,2015,Financial Hardship (Impoverishing),18.43,Percentage of population,Total,All
Peru,2015,Financial Hardship (Large Non-Impoverishing),3.21,Percentage of population,Total,All
Peru,2015,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.44,Percentage of population,Total,All
Peru,2015,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.99,Percentage of population,Total,All
Peru,2015,UHC Service Coverage Index,71,0-100 scale,Total,All
Peru,2015,UHC Service Coverage Index,67,0-100 scale,Total,All
Peru,2015,UHC Service Coverage Index,76,0-100 scale,Total,All
Peru,2015,UHC Service Coverage Index,67,0-100 scale,Total,All
Peru,2015,UHC Service Coverage Index,74,0-100 scale,Total,All
Peru,2016,Financial Hardship,72.81,Percentage of population,Total,Q1 (Poorest)
Peru,2016,Financial Hardship,26.67,Percentage of population,Total,Q2
Peru,2016,Financial Hardship,3.18,Percentage of population,Total,Q3
Peru,2016,Financial Hardship,1.47,Percentage of population,Total,Q4
Peru,2016,Financial Hardship,0.84,Percentage of population,Total,Q5 (Richest)
Peru,2016,Financial Hardship,21,Percentage of population,Total,All
Peru,2016,Financial Hardship,47.56,Percentage of population,Rural area,All
Peru,2016,Financial Hardship,13.12,Percentage of population,Urban area,All
Peru,2016,Financial Hardship,6.38,Percentage of population,Total,All
Peru,2016,Financial Hardship,23.54,Percentage of population,Total,All
Peru,2016,Financial Hardship,23.9,Percentage of population,Total,All
Peru,2016,Financial Hardship,12.59,Percentage of population,Total,All
Peru,2016,Financial Hardship,17.59,Percentage of population,Total,All
Peru,2016,Financial Hardship (Impoverishing),17.67,Percentage of population,Total,All
Peru,2016,Financial Hardship (Large Non-Impoverishing),3.33,Percentage of population,Total,All
Peru,2016,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.36,Percentage of population,Total,All
Peru,2016,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.31,Percentage of population,Total,All
Peru,2016,UHC Service Coverage Index,70,0-100 scale,Total,All
Peru,2016,UHC Service Coverage Index,67,0-100 scale,Total,All
Peru,2016,UHC Service Coverage Index,72,0-100 scale,Total,All
Peru,2016,UHC Service Coverage Index,68,0-100 scale,Total,All
Peru,2016,UHC Service Coverage Index,75,0-100 scale,Total,All
Peru,2017,Financial Hardship,71.35,Percentage of population,Total,Q1 (Poorest)
Peru,2017,Financial Hardship,25.99,Percentage of population,Total,Q2
Peru,2017,Financial Hardship,3.36,Percentage of population,Total,Q3
Peru,2017,Financial Hardship,1.64,Percentage of population,Total,Q4
Peru,2017,Financial Hardship,0.96,Percentage of population,Total,Q5 (Richest)
Peru,2017,Financial Hardship,20.66,Percentage of population,Total,All
Peru,2017,Financial Hardship,46.84,Percentage of population,Rural area,All
Peru,2017,Financial Hardship,13.14,Percentage of population,Urban area,All
Peru,2017,Financial Hardship,7.22,Percentage of population,Total,All
Peru,2017,Financial Hardship,23.19,Percentage of population,Total,All
Peru,2017,Financial Hardship,24.17,Percentage of population,Total,All
Peru,2017,Financial Hardship,10.88,Percentage of population,Total,All
Peru,2017,Financial Hardship,18.5,Percentage of population,Total,All
Peru,2017,Financial Hardship (Impoverishing),17.77,Percentage of population,Total,All
Peru,2017,Financial Hardship (Large Non-Impoverishing),2.89,Percentage of population,Total,All
Peru,2017,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.36,Percentage of population,Total,All
